"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Melaleuca ordinifolia","http://id.biodiversity.org.au/node/apni/2895964","Melaleuca ordinifolia","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Helicteres sp. Beverley Springs (R.L. Barrett RLB 750)","ALA_Helicteres_sp_Beverley_Springs_R_L_Barrett_RLB_750","Helicteres sp. Beverley Springs (R.L. Barrett RLB 750)",,,,"P1","Priority 1: Poorly-known species"
"Cecropis daurica","ALA_Cecropis_daurica","Cecropis daurica",,,"red-rumped swallow","IA","Migratory birds protected under international agreement"
"Aristida sciuroides","http://id.biodiversity.org.au/node/apni/2907741","Aristida sciuroides","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Thelymitra jacksonii","http://id.biodiversity.org.au/name/apni/204256","Thelymitra jacksonii",,,,"P3","Priority 3: Poorly-known species"
"Stylidium rosulatum","http://id.biodiversity.org.au/node/apni/2906739","Stylidium rosulatum","Stylidiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Westraltrachia inopinata","urn:lsid:biodiversity.org.au:afd.taxon:207a216a-66b5-4e57-ba6f-2865d7c2a331","Westraltrachia inopinata","Camaenidae",,"a camaenid land snail","VU","Vulnerable"
"Babingtonia minutifolia","http://id.biodiversity.org.au/name/apni/4556075","Babingtonia minutifolia",,,,"P1","Priority 1: Poorly-known species"
"Chamaescilla gibsonii","http://id.biodiversity.org.au/node/apni/2915369","Chamaescilla gibsonii","Asparagaceae",,,"P3","Priority 3: Poorly-known species"
"Andersonia auriculata","http://id.biodiversity.org.au/node/apni/2907626","Andersonia auriculata","Ericaceae",,,"P3","Priority 3: Poorly-known species"
"Leucopogon stokesii","http://id.biodiversity.org.au/node/apni/2902317","Leucopogon stokesii","Ericaceae",,,"P1","Priority 1: Poorly-known species"
"Leucopogon psilopus","http://id.biodiversity.org.au/node/apni/2901384","Leucopogon psilopus","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Eremophila caerulea subsp. merrallii","http://id.biodiversity.org.au/node/apni/2887992","Eremophila caerulea subsp. merrallii","Scrophulariaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Sowerbaea alliacea","http://id.biodiversity.org.au/node/apni/2921088","Sowerbaea alliacea","Asparagaceae",,,"P3","Priority 3: Poorly-known species"
"Rinzia triplex","http://id.biodiversity.org.au/name/apni/8884180","Rinzia triplex",,,,"P3","Priority 3: Poorly-known species"
"Bossiaea laxa","http://id.biodiversity.org.au/node/apni/2890661","Bossiaea laxa","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Verticordia polytricha","http://id.biodiversity.org.au/node/apni/2887342","Verticordia polytricha","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Xanthoparmelia gerhardii","http://id.biodiversity.org.au/name/apni/164236","Xanthoparmelia gerhardii",,,,"P2","Priority 2: Poorly-known species"
"Grevillea prominens","http://id.biodiversity.org.au/node/apni/2886057","Grevillea prominens","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Phascogale tapoatafa wambenger","urn:lsid:biodiversity.org.au:afd.taxon:05cba699-3105-476e-9936-1ab246427dfc","Phascogale tapoatafa wambenger","Dasyuridae",,"south-western brush-tailed phascogale, wambenger","CD","Conservation dependant"
"Euphorbia inappendiculata var. inappendiculata","http://id.biodiversity.org.au/node/apni/7199709","Euphorbia inappendiculata var. inappendiculata","Euphorbiaceae",,,"P2","Priority 2: Poorly-known species"
"Pseudococcus markharveyi","urn:lsid:biodiversity.org.au:afd.taxon:81750842-a7b8-4b27-948d-c75babc1e0d8","Pseudococcus markharveyi","Pseudococcidae",,"Banksia montana mealybug","CR","Critically endangered"
"Eremophila pusilliflora","http://id.biodiversity.org.au/name/apni/8240532","Eremophila pusilliflora",,,,"P2","Priority 2: Poorly-known species"
"Lepidosperma sp. Mt Chester (S. Kern et al. LCH 16596)","http://id.biodiversity.org.au/node/apni/2905121","Lepidosperma sp. Mt Chester (S.Kern et al. LCH 16596)","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Heliotropium geocharis","http://id.biodiversity.org.au/node/apni/2907158","Heliotropium geocharis","Boraginaceae",,,"P1","Priority 1: Poorly-known species"
"Goodenia cravenii","http://id.biodiversity.org.au/name/apni/4265449","Goodenia cravenii",,,,"P3","Priority 3: Poorly-known species"
"Acacia amyctica","http://id.biodiversity.org.au/node/apni/2902736","Acacia amyctica","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Acacia besleyi","http://id.biodiversity.org.au/name/apni/248022","Acacia besleyi",,,,"P1","Priority 1: Poorly-known species"
"Melichrus sp. Coolgardie (K.R. Newbey 8698)","http://id.biodiversity.org.au/node/apni/2899713","Melichrus sp. Coolgardie (K.R.Newbey 8698)","Ericaceae",,,"P1","Priority 1: Poorly-known species"
"Hibiscus sp. Nookawarra Station (S.J.J. Davies s.n. 1/3/1960)",,,,,,"P1","Priority 1: Poorly-known species"
"Calothamnus lateralis var. crassus","http://id.biodiversity.org.au/node/apni/2908157","Calothamnus lateralis var. crassus","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Pultenaea pinifolia","http://id.biodiversity.org.au/node/apni/2909584","Pultenaea pinifolia","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Fimbristylis sp. King Edward Falls (M.D. Barrett MDB 2205)","http://id.biodiversity.org.au/node/apni/2921276","Fimbristylis sp. King Edward Falls (M.D.Barrett MDB 2205)","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Cryptandra crispula","http://id.biodiversity.org.au/node/apni/2909196","Cryptandra crispula","Rhamnaceae",,,"P3","Priority 3: Poorly-known species"
"Gastrolobium elegans","http://id.biodiversity.org.au/node/apni/2907735","Gastrolobium elegans","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Synaphea pandurata","http://id.biodiversity.org.au/node/apni/2894063","Synaphea pandurata","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Rhodanthe ascendens","http://id.biodiversity.org.au/node/apni/2890672","Rhodanthe ascendens","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Thomasia brachystachys","http://id.biodiversity.org.au/node/apni/2893638","Thomasia brachystachys","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Stylidium cornuatum","http://id.biodiversity.org.au/node/apni/7982986","Stylidium cornuatum","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Hemigenia pachyphylla","http://id.biodiversity.org.au/node/apni/2895980","Hemigenia pachyphylla","Lamiaceae",,,"P1","Priority 1: Poorly-known species"
"Notomys longicaudatus","urn:lsid:biodiversity.org.au:afd.taxon:b90c3bf4-a12a-4123-9ae6-d798cb716380","Notomys longicaudatus","Muridae",,"long-tailed hopping-mouse, koolawa","EX","Presumed extinct"
"Verticordia apecta","http://id.biodiversity.org.au/node/apni/2888504","Verticordia apecta","Myrtaceae",,,"CR","Critically endangered"
"Verticordia dichroma var. syntoma","http://id.biodiversity.org.au/node/apni/2889909","Verticordia dichroma var. syntoma","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Solanum pycnotrichum","http://id.biodiversity.org.au/node/apni/7976204","Solanum pycnotrichum","Solanaceae",,,"P2","Priority 2: Poorly-known species"
"Eucalyptus microschema","http://id.biodiversity.org.au/node/apni/2906462","Eucalyptus microschema","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Rhagada harti","urn:lsid:biodiversity.org.au:afd.taxon:3ba7731e-5afa-4478-b2a0-c23e8c0fab27","Rhagada harti","Camaenidae",,"a camaenid land snail","P2","Priority 2: Poorly-known species"
"Grevillea latifolia","http://id.biodiversity.org.au/node/apni/2905665","Grevillea latifolia","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Limosa lapponica menzbieri","urn:lsid:biodiversity.org.au:afd.taxon:3ba9dedc-be72-46f9-aff3-def876805eef","Limosa lapponica menzbieri","Scolopacidae",,"bar-tailed godwit (northern Siberian)","VU (& IA at sp. level)","Vulnerable, Migratory birds protected under international agreement at species level"
"Acacia undosa","http://id.biodiversity.org.au/node/apni/2909988","Acacia undosa","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Comesperma calcicola","http://id.biodiversity.org.au/node/apni/2917522","Comesperma calcicola","Polygalaceae",,,"P3","Priority 3: Poorly-known species"
"Ningbingia australis elongata","urn:lsid:biodiversity.org.au:afd.taxon:e4daa2ee-8808-4f66-9a89-e46755952aca","Ningbingia australis elongata","Camaenidae",,"a camaenid land snail","CR","Critically endangered"
"Hibbertia atrichosepala","http://id.biodiversity.org.au/node/apni/2920592","Hibbertia atrichosepala","Dilleniaceae",,,"P1","Priority 1: Poorly-known species"
"Beyeria constellata","http://id.biodiversity.org.au/node/apni/2910013","Beyeria constellata","Euphorbiaceae",,,"P1","Priority 1: Poorly-known species"
